index,delta_e_dft,strain,r,r_s,r_p,r_d,X_p,d_electrons,s_electrons,molar_volume
Pt_surface_zero_Ni,0.2547571000000062,1.0,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_zero_Cu,0.3523289100000113,1.0,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_zero_Mo,-0.2528245700000298,1.0,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_zero_Ru,-0.09506578999997828,1.0,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_zero_Rh,0.04953356999999414,1.0,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_zero_Pd,0.09361085000000458,1.0,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_zero_Ag,0.38358504999999354,1.0,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_zero_W,-0.33861653999997543,1.0,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_zero_Re,-0.3428815800000393,1.0,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_zero_Os,-0.2219078100000047,1.0,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_zero_Ir,-0.05806243000000677,1.0,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_zero_Pt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_zero_Au,0.2415503000000001,1.0,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_plus_1_Fe,0.23644799999999577,1.01,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_plus_1_Co,0.17787407000002986,1.01,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_plus_1_Ni,0.18693726999998717,1.01,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_plus_1_Cu,0.2544781200000159,1.01,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_plus_1_Mo,-0.2770501299999637,1.01,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_plus_1_Ru,-0.16362705000000233,1.01,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_plus_1_Rh,-0.03050104999999803,1.01,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_plus_1_Pd,0.002889970000012454,1.01,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_plus_1_Ag,0.2439917600000001,1.01,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_plus_1_W,-0.3618537300000071,1.01,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_plus_1_Re,-0.3982856599999991,1.01,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_plus_1_Os,-0.30025919999997086,1.01,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_plus_1_Ir,-0.14442350999996734,1.01,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_plus_1_Pt,-0.08919109999999364,1.01,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_plus_1_Au,0.11207333999999491,1.01,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_plus_2_Fe,0.18842364000005318,1.02,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_plus_2_Co,0.12084851000003027,1.02,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_plus_2_Ni,0.12264714000002641,1.02,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_plus_2_Cu,0.15310574000000088,1.02,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_plus_2_Mo,-0.29698565000001054,1.02,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_plus_2_Ru,-0.23726224000000684,1.02,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_plus_2_Rh,-0.10249474000005421,1.02,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_plus_2_Pd,-0.09064387999998758,1.02,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_plus_2_Ag,0.0998554300000194,1.02,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_plus_2_W,-0.3778063899999893,1.02,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_plus_2_Re,-0.47347104000004947,1.02,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_plus_2_Os,-0.3971184400000425,1.02,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_plus_2_Ir,-0.23437269999999444,1.02,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_plus_2_Pt,-0.18068147999997564,1.02,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_plus_2_Au,-0.017422189999990678,1.02,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
