index,delta_e_dft,strain,r,r_s,r_p,r_d,X_p,d_electrons,s_electrons,molar_volume
Pt_surface_minus_1_Ru,0.4563070099999891,0.99,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_minus_1_Rh,0.2877175399999601,0.99,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_minus_1_Pd,0.08508351000000403,0.99,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_minus_1_Ag,0.21202332999999385,0.99,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_minus_1_W,0.5312025900000208,0.99,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_minus_1_Re,0.4022017699999765,0.99,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_minus_1_Os,0.3789264499999945,0.99,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_minus_1_Ir,0.2696501400000102,0.99,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_minus_1_Pt,0.06551551999996263,0.99,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_minus_1_Au,0.12640706999997064,0.99,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_zero_Fe,0.8632983200000126,1.0,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_zero_Co,0.673113839999985,1.0,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_zero_Ni,0.45877516999996715,1.0,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_zero_Cu,0.24005525999999122,1.0,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_zero_Mo,0.6266616999999997,1.0,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_zero_Ru,0.4036591299999941,1.0,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_zero_Rh,0.21564404999998033,1.0,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_zero_Pd,0.010144500000023982,1.0,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_zero_Ag,0.07154951999999071,1.0,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_zero_W,0.5216701299999613,1.0,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_zero_Re,0.37615515999999616,1.0,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_zero_Os,0.3292559600000118,1.0,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_zero_Ir,0.21025759999997717,1.0,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_zero_Pt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_zero_Au,0.017215579999998454,1.0,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_plus_1_Fe,0.7686563799999817,1.01,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_plus_1_Co,0.5596196500000019,1.01,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_plus_1_Ni,0.35990393999998105,1.01,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_plus_1_Cu,0.12044696000000954,1.01,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_plus_1_Mo,0.6159115099999894,1.01,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_plus_1_Ru,0.3423455299999887,1.01,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_plus_1_Rh,0.13972824000001083,1.01,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_plus_1_Pd,-0.08575840999998263,1.01,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_plus_1_Ag,-0.07086198000001787,1.01,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_plus_1_W,0.5130469099999573,1.01,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_plus_1_Re,0.35120605999998133,1.01,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_plus_1_Os,0.28146196000000145,1.01,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_plus_1_Ir,0.14716792000001533,1.01,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_plus_1_Pt,-0.0719633400000248,1.01,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_plus_1_Au,-0.09091731000000891,1.01,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_plus_2_Fe,0.6650176200000146,1.02,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_plus_2_Co,0.4336651699999834,1.02,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_plus_2_Ni,0.2352280299999734,1.02,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_plus_2_Cu,-0.0062538999999901534,1.02,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_plus_2_Mo,0.6257769000000053,1.02,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_plus_2_Ru,0.25297793999999385,1.02,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_plus_2_Rh,0.05273423999994975,1.02,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_plus_2_Pd,-0.18008921000000555,1.02,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_plus_2_Ag,-0.20618550000000369,1.02,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_plus_2_W,0.5084587900000201,1.02,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_plus_2_Re,0.3256535299999541,1.02,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_plus_2_Os,0.22634851000003664,1.02,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_plus_2_Ir,0.07565450999999257,1.02,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_plus_2_Pt,-0.1411414099999888,1.02,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_plus_2_Au,-0.19848349000000098,1.02,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
