index,delta_e_dft,strain,r,r_s,r_p,r_d,X_p,d_electrons,s_electrons,molar_volume
Pt_surface_zero_Co,0.1012615299999311,1.0,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_zero_Ni,0.16347013999990168,1.0,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_zero_Cu,0.3359374799999557,1.0,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_zero_Mo,-0.4220348300000296,1.0,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_zero_Ru,-0.17526072000003978,1.0,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_zero_Rh,-0.012057860000027176,1.0,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_zero_Pd,0.07728219999995645,1.0,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_zero_Ag,0.43299179999996795,1.0,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_zero_W,-0.5017955100000222,1.0,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_zero_Re,-0.45822378000008257,1.0,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_zero_Os,-0.29684640000004947,1.0,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_zero_Ir,-0.10636497000007239,1.0,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_zero_Pt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_zero_Au,0.230911879999951,1.0,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_plus_1_Fe,0.09216231999994307,1.01,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_plus_1_Co,0.06017281999993429,1.01,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_plus_1_Ni,0.1361381499999652,1.01,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_plus_1_Cu,0.30760750999996844,1.01,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_plus_1_Mo,-0.435092300000008,1.01,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_plus_1_Ru,-0.20214041000008365,1.01,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_plus_1_Rh,-0.04361368000007815,1.01,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_plus_1_Pd,0.05139448999995011,1.01,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_plus_1_Ag,0.39426618999996776,1.01,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_plus_1_W,-0.5147537500000681,1.01,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_plus_1_Re,-0.4939366400000722,1.01,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_plus_1_Os,-0.3351777000000311,1.01,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_plus_1_Ir,-0.14347486000008303,1.01,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_plus_1_Pt,-0.03026352000006227,1.01,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_plus_1_Au,0.1927565699999434,1.01,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
Pt_surface_plus_2_Fe,0.053299379999998564,1.02,-0.20999999999999996,-0.15346139109465093,-0.15875316320136304,-0.15346139109465093,-0.44999999999999973,-3,1,-2.0
Pt_surface_plus_2_Co,0.019808349999948405,1.02,-0.25,-0.16933670741478718,-0.19050379584163554,-0.15875316320136304,-0.3999999999999999,-2,1,-2.42
Pt_surface_plus_2_Ni,0.10881334999993442,1.02,-0.28,-0.14816961898793882,-0.1270025305610904,-0.16669082136143115,-0.3699999999999999,-1,1,-2.5
Pt_surface_plus_2_Cu,0.28013160999995534,1.02,-0.32000000000000006,-0.1905037958416356,-0.15875316320136304,-0.17198259346814326,-0.3799999999999999,1,0,-1.9799999999999995
Pt_surface_plus_2_Mo,-0.43992048000001205,1.02,0.1299999999999999,-0.010583544213424211,0.021167088426848422,-0.010583544213424211,-0.11999999999999966,-4,0,0.2900000000000009
Pt_surface_plus_2_Ru,-0.22961176000006844,1.02,0.010000000000000009,-0.05027183501376494,0.0,-0.0317506326402726,-0.07999999999999963,-2,0,-0.9199999999999999
Pt_surface_plus_2_Rh,-0.06913820000005444,1.02,-0.040000000000000036,-0.06879303738725726,-0.026458860533560526,-0.04762594896040891,0.0,-1,0,-0.8100000000000005
Pt_surface_plus_2_Pd,0.022124169999926835,1.02,-0.08000000000000007,-0.08466835370739356,-0.04762594896040883,-0.058209493173833095,-0.07999999999999963,1,-1,-0.5299999999999994
Pt_surface_plus_2_Ag,0.35721494999995684,1.02,-0.1200000000000001,-0.103189556080886,-0.06879303738725726,-0.06614715133390126,-0.34999999999999987,1,0,1.1799999999999997
Pt_surface_plus_2_W,-0.5210209400000281,1.02,0.15999999999999992,0.0052917721067121054,0.02910474658691652,0.04233417685369678,0.08000000000000007,-5,1,0.3800000000000008
Pt_surface_plus_2_Re,-0.5455865500000527,1.02,0.10999999999999988,-0.026458860533560526,0.015875316320136314,0.02910474658691652,-0.3799999999999999,-4,1,-0.23000000000000043
Pt_surface_plus_2_Os,-0.3726392600000281,1.02,0.08000000000000007,-0.03704240474698474,0.010583544213424211,0.017462847952149946,-0.07999999999999963,-3,1,-0.6699999999999999
Pt_surface_plus_2_Ir,-0.1827495900000713,1.02,0.030000000000000027,-0.042334176853696844,0.004233417685369684,0.008466835370739369,-0.07999999999999963,-2,1,-0.5700000000000003
Pt_surface_plus_2_Pt,-0.06881581000004644,1.02,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pt_surface_plus_2_Au,0.15434382999995933,1.02,-0.030000000000000027,-0.015875316320136314,-0.0052917721067121054,-0.011641898634766631,0.26000000000000023,1,0,1.120000000000001
